"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","median.posterior.mu","lb.bayes.sdprior20","ub.bayes.sdprior20","width.bayes.sdprior20","cover.bayes.sdprior20","median.posterior.sig","median.posterior.gam"
"280",80,10,0.5,56.1911674807949,77.6452833068423,1,21.4541158260474,56.1260712802698,77.8970174794907,1,21.7709461992209,69.6410008805605,60.0781854999926,79.4280635166108,19.3498780166182,1,12.6405916513775,0.483645011440654
"281",81,10,0.5,56.921231071762,73.4536706545531,1,16.5324395827911,57.2785373930276,73.1055256410538,1,15.8269882480262,70.1871514200511,63.6278170091242,77.4269951550495,13.7991781459253,1,11.0782103468096,0.559946975342873
"282",82,10,0.5,62.8581161900026,78.7455202284543,1,15.8874040384517,64.5905435458367,81.3453071070382,1,16.7547635612016,70.1813364316421,63.2197277388371,80.396577728335,17.1768499894978,1,10.6265242462952,0.537638782893729
"283",83,10,0.5,53.0633832454731,68.6871542632089,1,15.6237710177358,53.159914014978,68.5959462905045,1,15.4360322755265,70.8602559814575,63.3421327388323,80.5835148630337,17.2413821242014,1,12.3157725390127,0.522812308211427
"284",84,10,0.5,59.2461112631988,71.0001989488139,1,11.7540876856151,58.9840945437293,70.8997872328211,1,11.9156926890918,69.3348544492589,61.0939083947133,77.0463565785861,15.9524481838728,1,11.4045631300194,0.352749480959064
"285",85,10,0.5,50.514051496668,71.795410129222,1,21.281358632554,49.2175771519756,70.8427267454901,1,21.6251495935145,70.2997860559881,63.0534066548271,76.9844017227439,13.9309950679168,1,12.5665515555278,0.501507893146713
"286",86,10,0.5,60.0464969115263,65.1365475111848,0,5.0900505996585,60.0753492450329,65.2092035998151,0,5.13385435478224,69.9102099578491,62.7738679713791,78.5995414103616,15.8256734389825,1,11.8841883839706,0.527025499563131
"287",87,10,0.5,57.0548734543901,71.824930969502,1,14.770057515112,56.4470605074659,71.6652505195784,1,15.2181900121125,70.3254848871675,61.4195045019345,80.0899067812953,18.6704022793608,1,13.0259257407351,0.527292825444316
"288",88,10,0.5,56.2747919354869,75.8673983866847,1,19.5926064511978,58.4480224544874,77.8813844119243,1,19.4333619574368,71.1280510417548,62.3074828910114,82.126724572892,19.8192416818805,1,15.204633812846,0.425736530235847
"289",89,10,0.5,62.3111996597061,81.667805832426,1,19.3566061727199,64.0454053625397,86.0711633771309,1,22.0257580145912,70.8810892896871,64.1680473658827,77.99543396732,13.8273866014373,1,12.1093413811982,0.438428056868423
"290",90,10,0.5,59.4563965901954,74.2483096173178,1,14.7919130271224,61.0977604949769,76.3425176729986,1,15.2447571780217,70.4058352172225,62.6156680618429,77.8893190285091,15.2736509666662,1,13.4333428139236,0.399081910135016
"291",91,10,0.5,63.0825456893637,78.9716704637989,1,15.8891247744352,63.4751816410191,80.1862222708005,1,16.7110406297814,70.871417344861,61.4339963656456,80.0163022921753,18.5823059265297,1,15.8801964428826,0.259196159478175
"292",92,10,0.5,62.4255721297417,81.015082875642,1,18.5895107459002,59.8009412864386,79.4065028985915,1,19.6055616121529,70.8694013826256,61.3963999985984,86.3544793254161,24.9580793268177,1,13.9162679794857,0.320053160022142
"293",93,10,0.5,69.323729856876,79.923518130492,0,10.599788273616,66.4744235730321,78.6001830535447,1,12.1257594805126,69.3938491015971,62.7953643110652,78.4212493821993,15.625885071134,1,10.5226853873055,0.516973657945015
"294",94,10,0.5,56.0846339290994,71.4141159799665,1,15.3294820508671,56.0933962659468,71.7180420924424,1,15.6246458264956,70.344822484566,63.3913266592381,76.7138124285501,13.322485769312,1,11.678611885481,0.602887328549842
"295",95,10,0.5,60.926797742603,72.4541939773287,1,11.5273962347258,59.9776719815587,71.6779877356663,1,11.7003157541076,70.8099556120221,64.1172184594237,80.2003831344767,16.083164675053,1,12.7280892210988,0.542638249511735
"296",96,10,0.5,60.6145794468447,76.2467229804665,1,15.6321435336218,61.6921224935507,76.2369414257337,1,14.5448189321831,68.9485949532973,63.2852868154307,75.0467994655803,11.7615126501496,1,9.88511340919376,0.536636335001526
"297",97,10,0.5,57.1116589187154,77.4096694923806,1,20.2980105736651,56.6487311605559,77.4887353847324,1,20.8400042241764,73.938943217817,61.3286629350323,85.2375088478191,23.9088459127868,1,19.8829348869512,0.357641517325441
"298",98,10,0.5,53.5239358539809,67.7249110660232,1,14.2009752120424,53.1144431048783,67.1378841794315,0,14.0234410745532,70.5624881358227,61.7656643357006,79.5751132144514,17.8094488787508,1,12.7905369971649,0.519976434825176
