,trial,N.pop,skew,lb.tdist,ub.tdist,cover.tdist,width.tdist,lb.bca.exp,ub.bca.exp,cover.bca.exp,width.bca.exp,lb.bayes.sdprior5,ub.bayes.sdprior5,cover.bayes.sdprior5,width.bayes.sdprior5,lb.bayes.sdprior10,ub.bayes.sdprior10,cover.bayes.sdprior10,width.bayes.sdprior10,lb.bayes.sdprior15,ub.bayes.sdprior15,cover.bayes.sdprior15,width.bayes.sdprior15,lb.bayes.sdprior20,ub.bayes.sdprior20,cover.bayes.sdprior20,width.bayes.sdprior20,lb.bayes.sdprior25,ub.bayes.sdprior25,cover.bayes.sdprior25,width.bayes.sdprior25,lb.bayes.sdprior30,ub.bayes.sdprior30,cover.bayes.sdprior30,width.bayes.sdprior30,muprior
333,33,10,0.5,59.43916222,72.44029859,1,13.00113638,58.75056799,71.49669913,1,12.74613114,65.11134053,71.72230327,1,6.61096274,63.51707303,72.10342521,1,8.586352184,62.74713709,71.66410756,1,8.916970476,62.05488493,71.7395935,1,9.684708576,61.96584371,71.55673578,1,9.590892072,61.86592511,71.66808131,1,9.802156209,70
334,34,10,0.5,56.64081863,72.06923553,1,15.42841689,53.43971918,70.77846644,1,17.33874726,64.57475467,72.21759987,1,7.642845201,63.23013829,73.20847686,1,9.978338566,61.77892177,72.70262766,1,10.92370588,61.46533306,72.9193042,1,11.45397114,60.4335035,73.86661176,1,13.43310825,61.64162006,72.67575206,1,11.034132,70
335,35,10,0.5,61.24150011,74.18501901,1,12.94351889,61.7743839,74.46401929,1,12.6896354,65.51096869,72.82850363,1,7.317534939,64.10639709,72.98697727,1,8.880580176,63.55867028,74.21325777,1,10.65458749,63.1301644,73.46511314,1,10.33494874,62.96149649,74.71537059,1,11.75387411,62.93094127,74.01150581,1,11.08056454,70
336,36,10,0.5,56.71505405,74.41285268,1,17.69779863,56.16304667,74.311083,1,18.14803633,64.73821645,72.51415446,1,7.775938014,63.39440302,73.85422396,1,10.45982093,63.06972989,74.11641302,1,11.04668312,60.7277405,74.02738313,1,13.29964263,60.74342834,73.52420628,1,12.78077794,61.75503042,74.0507372,1,12.29570677,70
337,37,10,0.5,56.18063928,74.78436324,1,18.60372396,56.90505825,74.66640683,1,17.76134859,65.38347704,72.50797184,1,7.124494802,63.49761144,73.71599269,1,10.21838125,62.89978603,75.00847567,1,12.10868965,61.79324447,73.64697953,1,11.85373506,61.32134174,74.05333763,1,12.73199589,60.08056269,73.19220577,1,13.11164308,70
338,38,10,0.5,54.16647843,68.67931778,1,14.51283936,55.27376834,69.68688917,1,14.41312083,64.07176057,71.81550363,1,7.743743061,61.19628467,72.12970858,1,10.93342392,60.9541445,71.42460024,1,10.47045574,59.02793255,71.12184732,1,12.09391476,58.77000945,70.95017757,1,12.18016811,57.66562544,70.73846794,1,13.0728425,70
339,39,10,0.5,55.73743442,67.97784045,1,12.24040603,56.16129041,68.48070487,1,12.31941447,63.78982612,71.10676294,1,7.316936824,61.45030594,70.64241544,1,9.192109505,60.09773013,69.97069802,1,9.872967889,59.31875834,70.07116375,1,10.75240541,58.61617801,68.91254856,1,10.29637055,58.59668874,68.75345459,1,10.15676585,70
340,40,10,0.5,58.51496033,79.76356312,1,21.2486028,59.33745377,80.46602911,1,21.12857534,66.06240067,74.28214054,1,8.219739876,64.31490704,76.62761705,1,12.31271002,63.72018279,76.24036959,1,12.5201868,62.50404112,78.62275716,1,16.11871605,62.80312006,79.70564326,1,16.9025232,60.87529594,80.85608011,1,19.98078417,70
341,41,10,0.5,64.26122254,79.48675199,1,15.22552945,62.8804822,78.99026353,1,16.10978133,66.58153238,73.84573335,1,7.26420097,66.52975243,75.86974294,1,9.339990516,66.52460412,75.97883231,1,9.454228189,66.57818946,76.22043462,1,9.64224517,65.67115377,76.78292046,1,11.11176669,65.20835621,77.36119047,1,12.15283425,70
342,42,10,0.5,62.766559,77.79312945,1,15.02657044,63.47910481,79.80128348,1,16.32217867,66.0071055,73.7448348,1,7.737729297,65.94480091,76.08532665,1,10.14052575,65.12513207,76.36514855,1,11.24001648,65.01661414,76.42967637,1,11.41306223,64.38606818,76.86246288,1,12.4763947,62.56432588,78.74768077,1,16.18335489,70
343,43,10,0.5,53.72176905,65.19575039,0,11.47398135,54.38509189,66.30719355,0,11.92210166,65.56094596,74.30731976,1,8.746373797,63.03292531,76.73260051,1,13.69967519,64.67772705,77.62702599,1,12.94929894,63.11713259,78.53016589,1,15.41303331,59.60990654,77.72329278,1,18.11338624,59.53779562,81.24874101,1,21.71094539,70
344,44,10,0.5,58.6535634,81.00114488,1,22.34758149,59.77010436,82.32659025,1,22.55648589,66.22707464,74.46451348,1,8.237438841,64.25959507,75.66349999,1,11.40390492,65.26389074,77.47314646,1,12.20925572,60.33591425,78.82663751,1,18.49072326,62.91162946,79.86343147,1,16.95180201,60.77989961,79.91693331,1,19.1370337,70
345,45,10,0.5,59.48042779,76.97983899,1,17.4994112,60.56039976,77.21719981,1,16.65680005,65.62284356,73.28968446,1,7.666840897,64.67812823,73.87257207,1,9.194443834,63.4735134,74.64390346,1,11.17039006,62.79378808,75.17425192,1,12.38046384,63.28672624,75.14778289,1,11.86105665,63.97034636,76.33645459,1,12.36610823,70
346,46,10,0.5,64.06606341,82.46587297,1,18.39980956,65.60392733,83.7608875,1,18.15696017,66.66310887,74.93032881,1,8.26721994,66.13058422,76.58311442,1,10.4525302,65.2463689,77.4447622,1,12.19839331,64.76145643,79.39767934,1,14.63622291,65.36138297,79.7067786,1,14.34539563,64.3559672,80.27232445,1,15.91635725,70
347,47,10,0.5,56.46033537,77.30984803,1,20.84951267,55.82961064,76.91743895,1,21.08782831,65.78546348,73.51343817,1,7.727974682,64.27050257,74.42411896,1,10.1536164,63.89308338,76.27452013,1,12.38143675,62.71827731,75.16189126,1,12.44361395,63.01647782,77.41739266,1,14.40091484,62.83372472,78.18143156,1,15.34770684,70
348,48,10,0.5,57.19730991,73.92440011,1,16.72709021,56.32875101,72.94181839,1,16.61306738,64.74439288,72.23663512,1,7.492242243,63.32502998,72.41897742,1,9.093947438,62.39398157,73.85550049,1,11.46151893,61.6236295,72.57468769,1,10.95105819,61.04333001,72.95286722,1,11.90953722,60.94644247,73.26728798,1,12.32084551,70
349,49,10,0.5,56.49318115,74.05028432,1,17.55710317,56.84585704,74.57733966,1,17.73148263,64.88894598,73.00793274,1,8.118986763,63.17541976,72.96101972,1,9.785599958,62.50899186,72.56525911,1,10.05626725,60.86382773,73.07868096,1,12.21485323,60.9285085,74.04775121,1,13.11924272,59.91481835,72.61686813,1,12.70204978,70
350,50,10,0.5,57.5889792,74.81238826,1,17.22340907,59.93887367,78.27772847,1,18.33885479,65.34937417,72.80041533,1,7.451041153,63.85810523,73.52632901,1,9.668223787,63.50457375,73.62525017,1,10.12067642,62.315132,73.81842536,1,11.50329336,61.06475656,74.370444,1,13.30568744,61.83273628,73.70899456,1,11.87625828,70
351,51,10,0.5,61.09834113,78.13800969,1,17.03966856,62.36665617,78.67328537,1,16.3066292,65.92929878,73.83693154,1,7.907632758,64.77837628,74.40069167,1,9.622315385,64.77610452,76.03669248,1,11.26058795,64.41611986,76.95422636,1,12.53810651,63.45821195,77.48664496,1,14.02843301,63.74519111,76.66257905,1,12.91738794,70
352,52,10,0.5,62.26565968,77.88960265,1,15.62394297,61.72766993,77.21674205,1,15.48907212,66.47190162,73.81218737,1,7.34028575,65.42072809,74.21670108,1,8.795972993,65.35116537,74.70420206,1,9.353036688,65.84014267,75.61491668,1,9.774774012,63.7750386,75.16143803,1,11.38639943,65.52110874,75.92869166,1,10.40758292,70
353,53,10,0.5,63.57823034,82.07508399,1,18.49685364,64.39618557,83.11970502,1,18.72351945,66.75409585,74.46241669,1,7.708320845,66.5913477,75.93396889,1,9.34262119,66.80149236,77.55221149,1,10.75071913,65.48088026,77.45805361,1,11.97717335,64.72655746,78.61313421,1,13.88657675,65.12743471,79.34991284,1,14.22247813,70
354,54,10,0.5,54.39104184,68.45018327,1,14.05914144,54.17311226,68.70640457,1,14.53329231,63.21301694,70.77300695,1,7.559990015,60.72110159,69.87464313,1,9.153541534,60.39235484,69.79138061,1,9.399025767,59.75066602,69.02452018,1,9.273854163,58.82900748,68.7159738,1,9.886966318,58.23342598,69.29702642,1,11.06360044,70
355,55,10,0.5,51.2344922,72.7510604,1,21.5165682,54.00106683,77.28789246,1,23.28682563,64.72966042,72.71387755,1,7.984217131,62.66126446,73.552775,1,10.89151054,61.70912074,72.3329356,1,10.62381486,60.40841607,74.74323051,1,14.33481443,60.48203957,73.41345668,1,12.93141711,57.21001916,76.37156533,1,19.16154616,70
356,56,10,0.5,63.36487511,72.44429522,1,9.079420111,63.58908258,72.50122588,1,8.912143306,66.10830688,71.87578935,1,5.767482474,65.0900827,72.17687051,1,7.086787818,64.68616498,71.8590573,1,7.172892322,64.84395228,72.34175343,1,7.49780115,64.15999318,71.43361499,1,7.273621813,64.73147104,72.26294101,1,7.531469964,70
357,57,10,0.5,60.15670132,78.75573192,1,18.5990306,62.35625155,79.7047177,1,17.34846615,66.01710215,73.82888728,1,7.811785129,65.73934412,75.13278982,1,9.393445697,64.59211003,76.2539043,1,11.66179427,63.40484342,76.19901046,1,12.79416704,62.41183914,76.21578623,1,13.80394709,63.48320898,75.38032819,1,11.89711922,70
358,58,10,0.5,53.14652103,64.73499506,0,11.58847403,53.1530067,64.55124938,0,11.39824268,61.64045629,68.45284581,1,6.812389519,58.86374179,67.12993279,0,8.266190997,57.19078945,66.4562404,0,9.265450947,57.26829896,66.36897388,0,9.100674929,57.03505521,65.82042728,0,8.785372065,55.81687022,65.57918338,0,9.762313158,70
359,59,10,0.5,60.74284709,72.75301096,1,12.01016388,60.15244123,72.34774288,1,12.19530166,65.1082793,72.08744166,1,6.979162362,63.1762562,72.60194419,1,9.425687994,63.66548043,72.74713905,1,9.081658623,62.72477583,72.53289681,1,9.808120979,62.26585037,72.56932466,1,10.30347429,62.0520037,73.62404433,1,11.57204062,70
360,60,10,0.5,58.33165127,73.45732998,1,15.12567871,59.19616182,74.04367513,1,14.84751331,64.94436684,73.0721124,1,8.127745558,63.24230308,72.81573217,1,9.573429094,62.85021046,73.81581555,1,10.96560509,61.6789265,74.17908361,1,12.50015711,61.58118276,73.19820521,1,11.61702245,59.99674734,74.0385015,1,14.04175416,70
361,61,10,0.5,57.83175262,74.54420666,1,16.71245403,57.88535022,74.72291946,1,16.83756924,65.36706151,72.90114348,1,7.534081972,63.39882901,73.19629317,1,9.79746416,62.25519621,73.71735856,1,11.46216235,62.26869629,74.26558865,1,11.99689236,62.56496121,74.34963032,1,11.78466911,61.34443322,75.3825615,1,14.03812828,70
362,62,10,0.5,64.84745595,82.39916421,1,17.55170826,65.16984654,82.89817095,1,17.72832441,67.08024552,74.77568511,1,7.695439594,66.95305056,76.29738485,1,9.34433429,66.66555484,77.54137318,1,10.87581834,65.76711558,78.41596249,1,12.64884692,66.00835179,78.87711985,1,12.86876806,66.82792828,78.7555827,1,11.92765443,70
363,63,10,0.5,59.80324273,75.61288578,1,15.80964305,60.7419218,76.58708389,1,15.84516208,65.96233973,73.45727226,1,7.494932528,64.26654815,74.61389129,1,10.34734314,63.25232357,74.96124904,1,11.70892548,62.71477016,74.17366254,1,11.45889238,61.84243633,74.46416713,1,12.6217308,62.22875193,76.14453284,1,13.91578091,70
364,64,10,0.5,62.67867761,85.28476765,1,22.60609004,62.45088731,84.89872003,1,22.44783271,66.16912908,74.49612852,1,8.326999434,64.48164514,76.04556755,1,11.56392241,65.2681928,78.92547014,1,13.65727734,63.88132778,79.61897858,1,15.7376508,64.68023576,81.36473466,1,16.6844989,65.04021734,81.53169021,1,16.49147287,70
365,65,10,0.5,62.30479361,83.80543868,1,21.50064507,61.36518581,83.11190546,1,21.74671966,66.5422067,74.99421892,1,8.452012221,65.99816611,76.10993547,1,10.11176936,66.64871475,77.25299099,1,10.60427624,66.52172907,78.17788685,1,11.65615779,63.97544299,79.40339617,1,15.42795317,64.67342531,80.20651685,1,15.53309154,70
366,66,10,0.5,67.21983475,78.5324797,1,11.31264495,68.01274496,79.25111185,0,11.23836689,67.45597168,74.65109158,1,7.195119896,66.95813559,76.21861069,1,9.260475106,66.92575644,76.32885188,1,9.403095439,67.00346006,76.70737362,1,9.703913556,67.44192625,78.06142695,1,10.6195007,67.17450863,76.9486683,1,9.77415967,70
367,67,10,0.5,51.79290798,72.29360459,1,20.50069661,52.00617829,72.63027286,1,20.62409457,64.43616132,72.40797608,1,7.971814753,62.48311847,74.00291444,1,11.51979598,60.9673026,72.9603293,1,11.9930267,57.92743707,73.62500983,1,15.69757277,59.22555857,73.51094983,1,14.28539127,58.50052963,74.09938362,1,15.59885399,70
368,68,10,0.5,62.52327432,79.9395538,1,17.41627948,62.09386924,79.83774798,1,17.74387873,66.42528062,74.14175068,1,7.716470057,66.00752335,75.33300217,1,9.325478815,64.75393187,75.48110278,1,10.7271709,65.96669105,76.88926238,1,10.92257133,65.22813628,77.69571297,1,12.46757668,65.3153882,77.73388242,1,12.41849421,70
369,69,10,0.5,61.66073182,79.40793276,1,17.74720094,60.65452956,78.07143505,1,17.41690549,66.26366376,74.34180502,1,8.078141254,65.12494064,74.94614353,1,9.82120289,63.79673349,75.48714471,1,11.69041123,64.23079124,77.34492357,1,13.11413233,62.96130861,77.12839195,1,14.16708334,64.55657762,78.3532621,1,13.79668448,70
370,70,10,0.5,59.76905625,74.27838853,1,14.50933228,61.38441768,75.76299603,1,14.37857835,65.32671413,72.98483673,1,7.658122605,63.69268337,73.40062606,1,9.707942693,63.18111666,74.06062319,1,10.87950654,63.45570085,73.93888311,1,10.48318226,61.8826307,74.99496162,1,13.11233092,61.65636139,74.66613677,1,13.00977537,70
371,71,10,0.5,54.05161809,72.37288749,1,18.3212694,55.22785585,74.17540698,1,18.94755113,64.8858804,72.43594686,1,7.550066464,62.69434532,73.49543153,1,10.80108621,61.51202509,72.66842238,1,11.15639729,59.70055161,73.15653781,1,13.4559862,60.53722402,72.62251614,1,12.08529212,58.38329801,73.13243663,1,14.74913861,70
372,72,10,0.5,56.31181799,76.91892895,1,20.60711095,58.24469028,81.82777267,1,23.58308239,65.14123592,73.66800568,1,8.526769758,64.27548249,74.5241624,1,10.24867991,63.24195664,74.08920655,1,10.84724991,62.18479333,75.13687145,1,12.95207812,62.6966048,75.36223447,1,12.66562967,60.98200019,76.66369299,1,15.68169279,70
373,73,10,0.5,60.94511792,79.49676628,1,18.55164836,61.46842141,80.88758021,1,19.4191588,65.77718062,73.6994472,1,7.922266587,65.20409991,75.43527772,1,10.23117781,64.37451914,76.00286524,1,11.6283461,63.57172499,76.78415305,1,13.21242806,64.49816343,77.45901977,1,12.96085634,64.3114981,79.06417007,1,14.75267197,70
374,74,10,0.5,58.13792427,70.35635994,1,12.21843566,57.34663106,69.8522449,1,12.50561384,64.09042887,71.61253705,1,7.522108186,62.71152096,71.29609581,1,8.584574852,61.65486399,71.16020294,1,9.505338945,60.53065757,70.65525885,1,10.12460128,61.089794,71.57288816,1,10.48309416,60.75932931,71.18326171,1,10.4239324,70
375,75,10,0.5,55.02301163,70.63283487,1,15.60982324,54.90083189,69.96741001,1,15.06657811,64.44259541,71.80696628,1,7.364370866,61.71889735,72.36283561,1,10.64393826,60.88253704,71.87478665,1,10.99224961,60.64541083,73.1232871,1,12.47787628,59.19135442,72.8353252,1,13.64397078,59.90174567,71.86251952,1,11.96077385,70
376,76,10,0.5,55.49778721,71.69189709,1,16.19410988,55.5727255,72.74695886,1,17.17423336,64.95007475,72.73811307,1,7.788038323,62.81449849,73.18912896,1,10.37463047,61.75485563,72.38555487,1,10.63069924,60.90894151,71.93480161,1,11.02586011,60.49236626,74.41971725,1,13.92735099,60.44807815,72.08555338,1,11.63747523,70
377,77,10,0.5,60.54100265,78.73074996,1,18.18974731,62.48855605,80.33904172,1,17.85048567,65.83133277,73.49316653,1,7.661833765,65.92815911,75.25680479,1,9.328645672,63.34816616,75.41130597,1,12.06313981,63.5022182,76.28552564,1,12.78330743,63.99955164,77.62200846,1,13.62245682,64.12088279,77.18854852,1,13.06766573,70
378,78,10,0.5,49.78092633,69.36886409,1,19.58793776,50.30632678,68.99050329,1,18.68417651,64.3606109,72.00163052,1,7.641019615,62.0674713,72.69258917,1,10.62511787,59.29179982,72.23743351,1,12.94563369,58.95716683,71.84727777,1,12.89011094,57.26418552,71.76796425,1,14.50377873,57.92358779,72.11115048,1,14.18756269,70
379,79,10,0.5,62.08617202,80.70063197,1,18.61445995,59.21409865,78.83530071,1,19.62120206,66.91492214,74.16005848,1,7.245136336,66.26653264,75.39474361,1,9.128210965,65.96311972,75.88347048,1,9.920350756,64.75995825,75.73869299,1,10.97873474,64.72298582,76.87739185,1,12.15440602,65.99499699,77.57842945,1,11.58343245,70
380,80,10,0.5,60.26434903,77.93406318,1,17.66971415,61.3049241,79.33601441,1,18.03109032,66.35560874,75.02898586,1,8.673377119,63.79729408,77.19194193,1,13.39464786,63.39573895,78.68963114,1,15.2938922,64.28572093,79.82951172,1,15.54379079,64.11300253,79.38019424,1,15.26719172,59.74638833,84.23500613,1,24.4886178,70
381,81,10,0.5,54.27628109,67.54713252,1,13.27085143,55.11152073,68.54419951,1,13.43267879,63.19739651,71.67035581,1,8.472959295,61.12221189,70.52177846,1,9.399566573,59.87569306,70.18304014,1,10.30734707,59.54380101,70.03641574,1,10.49261474,58.77482539,71.51470845,1,12.73988306,57.69010118,69.67044099,1,11.98033981,70
382,82,10,0.5,56.67494646,72.647964,1,15.97301755,56.16038423,71.98202227,1,15.82163803,66.32969077,74.20368078,1,7.873990006,63.48438524,75.90389164,1,12.4195064,63.35154858,76.72124615,1,13.36969758,62.23777443,78.67107806,1,16.43330363,60.61105618,78.48856535,1,17.87750917,62.1338652,81.62077412,1,19.48690893,70
383,83,10,0.5,60.08721817,76.63586492,1,16.54864675,59.81951922,76.07679313,1,16.25727391,66.11932546,73.06041574,1,6.94109028,64.70375113,73.23445108,1,8.530699951,64.54171237,73.17058539,1,8.628873018,64.54514085,74.17571047,1,9.630569617,64.01858219,73.52460259,1,9.506020406,63.7865722,73.3315378,1,9.544965591,70
384,84,10,0.5,58.3728953,74.77086215,1,16.39796685,58.38967237,75.96041948,1,17.5707471,65.4885151,73.27953253,1,7.791017433,64.49412827,73.90137232,1,9.407244048,62.95977966,74.08967698,1,11.12989732,62.28676783,75.32371223,1,13.03694439,61.70584098,75.15065421,1,13.44481323,61.03987779,74.82447154,1,13.78459375,70
385,85,10,0.5,64.17861128,75.63682995,1,11.45821867,64.63252889,76.02027831,1,11.38774942,66.50210452,74.82694879,1,8.324844266,65.84717024,76.16136401,1,10.31419377,62.04847626,77.55577189,1,15.50729562,62.30643588,79.30513125,1,16.99869537,59.69960615,79.32685657,1,19.62725042,61.01374528,80.3450026,1,19.33125732,70
386,86,10,0.5,56.48952241,77.59500514,1,21.10548273,57.3536044,78.62976543,1,21.27616103,66.24325144,73.77527128,1,7.53201984,64.49780715,75.88667005,1,11.3888629,62.66369194,75.78143467,1,13.11774273,63.42697078,77.41095965,1,13.98398887,61.29570263,77.029417,1,15.73371437,62.59412115,77.84205936,1,15.24793821,70
387,87,10,0.5,59.56748546,79.15495652,1,19.58747105,60.00211711,79.45190295,1,19.44978584,65.9781098,73.78012717,1,7.802017379,64.63347491,75.30473276,1,10.67125785,64.45685199,76.23194538,1,11.77509339,63.45298003,75.12370322,1,11.67072319,63.96109906,76.5124563,1,12.55135725,63.48972073,77.52194161,1,14.03222088,70
388,88,10,0.5,55.92149446,70.42497813,1,14.50348367,58.21610654,75.50753984,1,17.2914333,63.58696966,70.0528871,1,6.46591744,62.16186439,69.35254481,1,7.190680424,61.05202583,69.27416717,1,8.222141345,60.44076895,68.65730547,1,8.216536523,60.25839398,68.55308649,1,8.294692507,59.38601218,68.2246322,1,8.838620013,70
389,89,10,0.5,54.80003229,68.24782843,1,13.44779614,55.65476956,68.30334814,1,12.64857858,63.71951004,71.83472894,1,8.115218904,62.18108818,71.67838535,1,9.49729717,61.10424191,70.58247326,1,9.478231346,58.98461518,70.54249898,1,11.5578838,58.01085796,70.85352995,1,12.84267199,57.46304267,70.92529768,1,13.46225501,70
390,90,10,0.5,56.55412441,66.90715102,0,10.35302661,55.79035548,66.8035851,0,11.01322963,62.36274253,68.65502885,1,6.292286318,60.4299562,68.18224577,1,7.752289571,59.98382692,67.50077171,0,7.516944795,59.07333557,67.42525337,0,8.351917798,59.39167778,66.98624888,0,7.594571097,58.36018942,66.86406626,0,8.503876847,70
391,91,10,0.5,57.96249667,70.60201526,1,12.63951858,58.00374567,70.16377876,1,12.16003308,64.25449112,71.10075021,1,6.846259093,62.62289786,71.08083013,1,8.45793227,61.95941187,70.67777095,1,8.718359078,60.99147705,70.08040565,1,9.088928595,60.1431595,70.34792065,1,10.20476115,60.33739774,70.44764802,1,10.11025028,70
392,92,10,0.5,60.84019539,77.4153231,1,16.5751277,56.11798715,74.60769166,1,18.48970452,66.12349972,73.58405279,1,7.460553071,65.51285745,73.87100009,1,8.358142647,64.17897433,74.32190771,1,10.14293338,64.42473857,74.2383367,1,9.813598136,63.87505261,74.3905799,1,10.5155273,64.50161391,74.53616327,1,10.03454935,70
393,93,10,0.5,62.63057009,81.58311313,1,18.95254304,64.08655411,83.72570721,1,19.63915311,66.26123116,74.12200555,1,7.860774383,65.26462372,76.27757285,1,11.01294913,64.42512966,77.14888264,1,12.72375298,65.12054566,77.70126495,1,12.58071929,62.96339206,78.37077238,1,15.40738031,64.62921648,79.24862937,1,14.61941289,70
394,94,10,0.5,58.72752,75.50157471,1,16.77405471,60.33087322,78.56306367,1,18.23219045,65.6648993,72.84083788,1,7.175938579,63.64546115,73.93773426,1,10.29227312,63.06338101,74.45520036,1,11.39181935,62.2364889,74.05474665,1,11.81825775,62.01117411,74.37352277,1,12.36234866,61.91959692,74.18725043,1,12.26765351,70
395,95,10,0.5,63.28105848,78.69236921,1,15.41131072,63.59819279,78.40217302,1,14.80398022,66.779577,74.09084403,1,7.311267036,66.39763852,75.32246603,1,8.924827514,66.30925442,76.5515077,1,10.24225328,65.56689738,76.50646684,1,10.93956946,65.17499985,76.42472159,1,11.24972175,64.32191604,76.46071744,1,12.1388014,70
396,96,10,0.5,70.12555348,78.79918943,0,8.673635952,70.92286514,79.49706523,0,8.574200083,69.18076796,75.31461702,0,6.133849064,68.96573187,76.54472803,0,7.578996157,69.680783,76.99574565,0,7.314962655,69.81639543,77.02885193,0,7.212456501,70.16572443,77.51099121,0,7.345266775,70.07380974,77.80068127,0,7.726871531,70
397,97,10,0.5,64.59550442,75.92684788,1,11.33134347,64.13367637,75.79973238,1,11.666056,66.81131565,73.61062717,1,6.79931152,66.2875405,74.63366319,1,8.34612269,65.74820723,74.30903928,1,8.560832046,65.93147935,74.37318064,1,8.441701294,65.67477648,75.79356204,1,10.11878555,65.43352129,75.27883899,1,9.8453177,70
398,98,10,0.5,58.46319624,79.97813399,1,21.51493774,60.1737065,79.98727415,1,19.81356765,66.22109064,73.79309483,1,7.572004185,64.49143458,74.91811946,1,10.42668488,63.65830565,76.44231416,1,12.78400851,64.78486116,76.99184109,1,12.20697993,63.11431542,75.69253251,1,12.57821709,63.60435888,77.43476928,1,13.8304104,70
399,99,10,0.5,61.98465011,81.73394737,1,19.74929727,60.70991862,79.77409354,1,19.06417491,66.53261014,74.69737769,1,8.164767551,66.40876251,77.07328687,1,10.66452436,65.24311325,77.24272708,1,11.99961383,64.30232543,77.49030125,1,13.18797582,65.50020059,78.01658269,1,12.5163821,63.96814083,78.81015379,1,14.84201296,70
400,100,10,0.5,58.75683739,79.20752609,1,20.45068871,59.76886073,80.95233285,1,21.18347212,65.87514271,74.01957592,1,8.144433211,63.54650166,76.35817208,1,12.81167041,63.67517471,78.46332771,1,14.788153,64.02231025,78.81263154,1,14.79032128,62.29360752,80.78449684,1,18.49088932,60.36710786,81.25043606,1,20.88332821,70
401,1,10,0.9,52.73426108,65.56714602,0,12.83288494,54.094057,67.58359869,1,13.48954169,63.1588883,71.19886302,1,8.039974721,60.62038418,70.11160375,1,9.491219576,58.15411553,69.2492487,1,11.09513317,58.20193296,69.84556814,1,11.64363518,57.2716397,68.82290949,1,11.55126979,56.62124125,68.5504589,1,11.92921765,70
402,2,10,0.9,54.51192251,71.88539094,1,17.37346843,56.76083214,74.94470332,1,18.18387119,64.06752667,71.49337827,1,7.425851606,62.81159578,70.77332765,1,7.961731869,61.29786109,70.87423316,1,9.576372068,60.06402756,70.59631636,1,10.53228879,59.63220006,70.89331102,1,11.26111096,59.9534857,72.33856098,1,12.38507528,70
403,3,10,0.9,63.60082462,84.25313906,1,20.65231444,63.81268517,83.90647016,1,20.09378499,66.82663146,74.96368048,1,8.137049027,66.43667369,76.46263589,1,10.0259622,65.78088611,77.61314333,1,11.83225722,65.19575311,78.90674238,1,13.71098927,65.73918476,79.48431521,1,13.74513045,65.41486286,78.56014346,1,13.14528061,70
404,4,10,0.9,59.4659709,79.20465753,1,19.73868664,61.04379945,82.61052447,1,21.56672502,65.72605161,73.75309918,1,8.027047577,65.00502536,74.93889361,1,9.933868255,64.55162691,75.55481901,1,11.0031921,62.94115773,77.02319973,1,14.082042,64.01074766,76.29735974,1,12.28661209,63.70238021,76.46633767,1,12.76395745,70
405,5,10,0.9,54.9713064,73.03855584,1,18.06724944,56.62186436,73.43292311,1,16.81105876,64.91841832,72.89192147,1,7.973503157,63.593826,73.22550215,1,9.631676143,61.81171811,74.51447429,1,12.70275618,60.66721109,73.80592933,1,13.13871824,60.19652351,74.69551007,1,14.49898656,59.40491354,73.73886339,1,14.33394985,70
406,6,10,0.9,60.43735286,80.4078354,1,19.97048255,60.81227903,80.74777579,1,19.93549676,66.55112312,74.1914254,1,7.640302282,65.49238474,75.12006611,1,9.627681366,64.82087666,75.42901855,1,10.60814189,65.05107337,76.85493319,1,11.80385982,64.8304164,78.21380219,1,13.38338579,64.30766498,77.1677339,1,12.86006892,70
407,7,10,0.9,61.64577257,74.36225303,1,12.71648046,60.99369281,74.19010344,1,13.19641063,65.64364662,72.39634475,1,6.752698127,65.1832827,72.61983219,1,7.436549491,63.85763448,73.36352276,1,9.505888279,63.96434749,73.35812736,1,9.393779865,64.79411905,73.68252039,1,8.888401341,64.09535492,72.92700274,1,8.83164782,70
408,8,10,0.9,58.50036418,73.00014404,1,14.49977985,58.2321261,72.30974254,1,14.07761644,65.09662943,71.77863117,1,6.682001737,63.53674626,72.56366131,1,9.026915057,62.09850678,71.80145964,1,9.702952859,60.83059749,71.76858267,1,10.93798518,62.25078428,71.47769692,1,9.226912641,60.58858832,72.32624982,1,11.7376615,70
409,9,10,0.9,57.39179917,68.43711012,1,11.04531095,58.20587184,69.2413406,1,11.03546876,63.23212969,70.20541841,1,6.973288716,62.26553599,69.75213509,1,7.486599109,60.96876757,70.18061844,1,9.211850871,59.70371689,68.8480548,1,9.144337917,59.67196386,68.8005736,1,9.128609743,59.62732802,68.67398701,1,9.046658998,70
410,10,10,0.9,58.91007919,79.33177532,1,20.42169613,58.26811164,78.41675197,1,20.14864034,66.29767784,74.60870774,1,8.3110299,65.2172771,74.38135354,1,9.164076435,63.93812278,75.34588748,1,11.4077647,64.1182543,76.64393242,1,12.52567812,62.38168892,77.08098622,1,14.69929731,62.54630391,78.64126592,1,16.09496201,70
411,11,10,0.9,65.71514298,79.87375084,1,14.15860786,67.1849542,82.21088829,1,15.02593409,66.01583528,74.9959157,1,8.980080429,63.12326843,75.92496237,1,12.80169394,63.55935081,77.8126178,1,14.25326699,63.22695983,79.58071794,1,16.35375811,62.20954062,80.32859374,1,18.11905312,62.39494759,81.09126469,1,18.6963171,70
