"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior","ub.bayes.sdprior","cover.bayes.sdprior","width.bayes.sdprior"
"82",82,7,-0.9,53.2964677651046,84.2460624012037,1,30.9495946360992,54.7929176558514,86.3545007776011,1,31.5615831217497,61.2607263220094,82.7388740462279,1,21.4781477242185
"83",83,7,-0.9,61.7304647254925,86.6891769586651,1,24.9587122331726,62.4680044010131,86.4228329123667,1,23.9548285113537,67.3407081508118,84.3825353076293,1,17.0418271568175
"84",84,7,-0.9,49.7071242698009,86.7119469682941,1,37.0048226984932,51.5957117890919,85.0394848581776,1,33.4437730690857,60.317886337983,86.751627209448,1,26.433740871465
"85",85,7,-0.9,67.8736853033244,89.9212049098815,1,22.0475196065571,64.1788424821304,86.2888675690425,1,22.1100250869121,72.5950862710156,87.5349701005849,1,14.9398838295693
"86",86,7,-0.9,56.8777633084847,88.7215354031464,1,31.8437720946617,58.2477889945799,89.9287235189019,1,31.680934524322,65.6100430118393,87.6632414503703,1,22.0531984385309
"87",87,7,-0.9,64.3765428586723,90.9468209591828,1,26.5702781005106,60.874586458089,88.8725643319903,1,27.9979778739014,70.0181946529543,89.3192262311797,1,19.3010315782255
"88",88,7,-0.9,68.9509827971882,97.4810504358238,1,28.5300676386356,63.3431440302571,93.8419573809511,1,30.498813350694,75.5126328929646,96.3730068886557,1,20.8603739956911
"89",89,7,-0.9,53.8016911793514,86.3637024688833,1,32.5620112895319,51.0404605558876,83.6365326955819,1,32.5960721396944,62.4963993399385,84.5081929811609,1,22.0117936412224
"90",90,7,-0.9,67.2070541419161,95.8305686475087,1,28.6235145055926,63.6639761777578,92.4841984000177,1,28.8202222222599,74.6562330918344,95.1886904689167,1,20.5324573770823
"91",91,7,-0.9,48.7905967146833,84.8955528660306,1,36.1049561513473,47.82528420894,84.8228548211958,1,36.9975706122558,59.0344962231389,83.8940941952723,1,24.8595979721334
"92",92,7,-0.9,55.2602751278207,85.8424947099816,1,30.5822195821609,54.5142118085733,84.6504923605933,1,30.1362805520201,62.5578627142049,83.2209740083977,1,20.6631112941928
"93",93,7,-0.9,68.4661671469564,93.8481950914064,1,25.38202794445,61.5671312102928,90.6616670324181,1,29.0945358221253,74.1823331877843,92.339595083286,1,18.1572618955017
"94",94,7,-0.9,55.2423385825689,73.2364817616806,0,17.9941431791118,56.5519796044067,74.7491135825733,0,18.1971339781666,58.5044131049595,71.2566275745792,0,12.7522144696198
"95",95,7,-0.9,54.1164618303585,86.2730364845508,1,32.1565746541923,48.5510065523551,82.4802937123875,1,33.9292871600324,62.5363707976939,84.9782712665779,1,22.441900468884
"96",96,7,-0.9,59.7824288765031,88.0086430636001,1,28.226214187097,57.8957793494909,87.9558603947822,1,30.0600810452914,66.1759534747031,86.2702056262721,1,20.0942521515691
"97",97,7,-0.9,64.015431304549,89.9781269042719,1,25.9626955997228,62.1953334178317,89.1806463420932,1,26.9853129242615,70.1880043132091,87.8856437477562,1,17.6976394345471
"98",98,7,-0.9,61.347256959945,93.8519973023589,1,32.5047403424139,58.9522969110311,91.3119779118067,1,32.3596810007756,70.041257365032,93.5130399410558,1,23.4717825760238
"99",99,7,-0.9,61.4962689056052,92.4330479598328,1,30.9367790542276,61.0507840169671,90.7880806812263,1,29.7372966642592,69.5108566093013,91.646631946455,1,22.1357753371538
"100",100,7,-0.9,64.5173534196132,85.5184178448994,1,21.0010644252861,62.9455758264171,82.7744314164777,1,19.8288555900606,68.6168909826573,83.4095410146802,1,14.7926500320229
